,level_0,confidence,evaluation,id,lan,orientation,remarks,text,timespan,translate_eng,length_translate_eng,clean_eng_text,length_clean_eng_text,Lemma_clean_eng_text
244,107,4.0,-2,2,es,-1,,"El artículo presenta un análisis teórico sobre sistemas SCADA.  No hay evidencia sobre la aplicación en un caso de estudio.  El Resumen no es adecuado, tampoco la introducción.  La sección de Resultados y la sección de Conclusiones  no presentan aportes para un artículo científico o que muestre experiencias empresariales en aplicaciones de TICs.  Las Referencias [3], [5] y [7] son  del mismo autor, mismo título y misma fecha. Lo mismo pasa con las Referencias [4] y [6].  La Referencia [1] no es utilizada en el texto.",2014-07-05,"The article presents a theoretical analysis on SCADA systems.  There is no evidence on the app in a case study.  The Summary is not adequate, nor is the introduction.  The Results section and the Conclusions section do not present contributions for a scientific article or show business experiences in ICT applications.  References [3], [5] and [7] are the same author, same title and same date. The same goes for References [4] and [6].  The Reference [1] is not used in the text.",481,article presents theoretical analysis scada systems evidence app case study summary adequate introduction results section conclusions section present contributions scientific article show business experiences ict applications references author title date goes references reference used text,290,article present theoretical analysis scada system evidence app case study summary adequate introduction result section conclusion section present contribution scientific article show business experience ict application reference author title date go reference reference used text
245,107,3.0,-2,3,es,-1,,"La aplicación de sistemas SCADA para la minería es algo interesante pero el trabajo solo se limita a mencionar las herramientas móviles y no existe un punto de comparación claro entre ellas. Tampoco queda claro el aporte específico de estas herramientas en un proceso minero real.  Existen problemas de consistencia en el resumen y la introducción. Las conclusiones no son suficientemente convincentes, además existen algunos problemas de redacción.",2014-07-05,"The application of SCADA systems for mining is interesting, but the work is limited to mentioning the mobile tools and there is no clear comparison between them. The specific contribution of these tools in a real mining process is also unclear.  There are consistency issues in the summary and introduction. The conclusions are not convincing enough, and there are some drafting problems.",388,application scada systems mining interesting work limited mentioning mobile tools clear comparison specific contribution tools real mining process also unclear consistency issues summary introduction conclusions convincing enough drafting problems,247,application scada system mining interesting work limited mentioning mobile tool clear comparison specific contribution tool real mining process also unclear consistency issue summary introduction conclusion convincing enough drafting problem
246,108,3.0,1,1,es,-1,,"el trabajo presenta un estado del arte respecto de las redes de sensores sub acuáticas UWSN y  la robótica móvil autónoma submarina. En particular describe la problemática presentada, entregando topologías, estrategias y hardware para la comunicación.  El texto es muy descriptivo, poco analítico y crítico, generando escaso aporte y valor, más allá de una recopilación bibliográfica.",2014-07-05,"the work presents a state of the art with respect to the networks of underwater sensors UWSN and the underwater autonomous mobile robotics. In particular he describes the problematic presented, delivering topologies, strategies and hardware for communication.  The text is very descriptive, unanalytical and critical, generating little input and value, beyond a bibliographic collection.",387,work presents state art respect networks underwater sensors uwsn underwater autonomous mobile robotics particular describes problematic presented delivering topologies strategies hardware communication text descriptive unanalytical critical generating little input value beyond bibliographic collection,302,work present state art respect network underwater sensor uwsn underwater autonomous mobile robotics particular describes problematic presented delivering topology strategy hardware communication text descriptive unanalytical critical generating little input value beyond bibliographic collection
247,108,2.0,0,2,es,0,,"El trabajo consiste en un artículo tipo survey o estudio de la temática sobre redes y vehículos sub-acuáticos, revisión bibliográfica y de tecnología relacionadas muy interesante y completa a mi juicio. Sugiero que pudiera entregar una contribución tomando como base de este estudio, por ejemplo proporcionando una taxonomía de las características de las tecnologías requeridas para este tipo de par problemas-soluciones, y agregando una propuesta mediante una metodología de implementación y prueba. Lo anterior lo señala como entrega en trabajo futuro, quizás al menos debió entregar una tabla comparativa de las tecnologías asociadas y descritas.",2014-07-05,"The work consists of a survey type article or study of the thematic on networks and sub-aquatic vehicles, bibliographic review and related technology very interesting and complete in my opinion. I suggest that I could deliver a contribution based on this study, for example by providing a taxonomy of the characteristics of the technologies required for this type of problem-solving pair, and adding a proposal through an implementation and testing methodology. The above points to it as delivery in future work, perhaps at least it should have delivered a comparative table of the associated and described technologies.",620,work consists survey type article study thematic networks subaquatic vehicles bibliographic review related technology interesting complete opinion suggest could deliver contribution based study example providing taxonomy characteristics technologies required type problemsolving pair adding proposal implementation testing methodology points delivery future work perhaps least delivered comparative table associated described technologies,438,work consists survey type article study thematic network subaquatic vehicle bibliographic review related technology interesting complete opinion suggest could deliver contribution based study example providing taxonomy characteristic technology required type problemsolving pair adding proposal implementation testing methodology point delivery future work perhaps least delivered comparative table associated described technology
248,108,3.0,2,3,es,1,"Es un buen artículo, preliminar, ya que se dedica a describir tecnología y topología, con pruebas sin datos duros.. es novedoso, por lo que se sugiere su aceptación..","Es un buen trabajo, bien escrito, trata un tema nuevo en red de sensores acuáticos, reportara las pruebas más en detalle y la efectividad en la aplicación.",2014-07-05,"It's a good job, well written, it treats a new topic in the network of aquatic sensors, it will report the tests more in detail and the effectiveness in the application.",169,good job well written treats new topic network aquatic sensors report tests detail effectiveness application,108,good job well written treat new topic network aquatic sensor report test detail effectiveness application
249,109,3.0,1,1,es,1,,"El artículo presenta un experimento que compara distintas arquitecturas de navegación para un robot móvil. Se describen las arquitecturas (algoritmos, enfoques) utilizados, así como las métricas definidas para evaluar la performance en la navegación. Los resultados son analizados estadísticamente utilizando análisis de varianza.  El artículo está bien escrito y el experimento se presenta en forma clara. Las referencias bibliográficas parecen son adecuadas. En la introducción se justifica correctamente los objetivos de comparación y se describen en forma general los enfoques posibles para la navegación de un robot.  La selección de métricas está justificada e intenta ir más allá de una combinación de mediciones simples. El experimento está bien descrito, aunque se podría explicar por qué no se incluyeron otras configuraciones de obstáculos en la observación. Los métodos estadísticos (análisis de varianza) están aplicados correctamente, aunque se podría incluir un análisis de la normalidad en la distribución.  Uno de los puntos débiles del trabajo es que hace falta una discusión más profunda de los resultados. Más allá de indicar que uno de las arquitecturas tiene mejor rendimiento, se debería discutir las razones y realizar nuevas conjeturas.  La generalización de los resultados y la discusión de amenazas a la validez debe ser parte de la discusión. Por ejemplo: ¿En qué tipo de obstáculos funciona mejora cada algoritmo? ¿Cuál es el esfuerzo de programación de cada uno de las arquitecturas? ¿Cuáles son los objetivos de navegación de alto nivel del robot (comportamiento deliberativo)?",2014-07-05,"The article presents an experiment that compares different navigation architectures for a mobile robot. The architectures (algorithms, approaches) used, as well as the metrics defined to evaluate performance in navigation are described. The results are analyzed statistically using variance analysis.  The article is well written and the experiment is presented in clear form. The bibliographic references appear to be appropriate. In the introduction, the comparison objectives are correctly justified and the possible approaches to the navigation of a robot are described in general.  The selection of metrics is justified and attempts to go beyond a combination of simple measurements. The experiment is well described, although it could be explained why other obstacle configurations were not included in the observation. Statistical methods (analysis of variance) are applied correctly, although an analysis of normality in the distribution could be included.  One of the weak points of the work is that a deeper discussion of the results is needed. Beyond indicating that one of the architectures has better performance, the reasons should be discussed and further conjecture should be made.  The generalization of the results and the discussion of threats to validity should be part of the discussion. For example: In what kind of obstacles does each algorithm improve? What is the programming effort of each of the architectures? What are the robot's high-level navigation goals (deliberative behavior)?",1511,article presents experiment compares different navigation architectures mobile robot architectures algorithms approaches used well metrics defined evaluate performance navigation described results analyzed statistically using variance analysis article well written experiment presented clear form bibliographic references appear appropriate introduction comparison objectives correctly justified possible approaches navigation robot described general selection metrics justified attempts go beyond combination simple measurements experiment well described although could explained obstacle configurations included observation statistical methods analysis variance applied correctly although analysis normality distribution could included one weak points work deeper discussion results needed beyond indicating one architectures better performance reasons discussed conjecture made generalization results discussion threats validity part discussion example kind obstacles algorithm improve programming effort architectures robots highlevel navigation goals deliberative behavior,1077,article present experiment compare different navigation architecture mobile robot architecture algorithm approach used well metric defined evaluate performance navigation described result analyzed statistically using variance analysis article well written experiment presented clear form bibliographic reference appear appropriate introduction comparison objective correctly justified possible approach navigation robot described general selection metric justified attempt go beyond combination simple measurement experiment well described although could explained obstacle configuration included observation statistical method analysis variance applied correctly although analysis normality distribution could included one weak point work deeper discussion result needed beyond indicating one architecture better performance reason discussed conjecture made generalization result discussion threat validity part discussion example kind obstacle algorithm improve programming effort architecture robot highlevel navigation goal deliberative behavior
250,109,3.0,1,2,es,1,,"Es innegable el interés que ocasiona la problemática de la navegación de robots, por lo que el trabajo presentado constituye una alternativa para la elección de la arquitectura de control, dado que nos plantea mediante la comparación de métricas una posible solución al problema, sin embargo debe tenerse presente que ha sido realizado en un ambiente de simulación, bajo ciertas condiciones que no necesariamente se replicarán en la práctica lo cual a mi parecer restringe el ámbito de aplicación de los resultados obtenidos. Por otra parte las referencias y desarrollo de cálculos estadísticos dan validez a los resultados obtenidos con la consideración del ambiente en que fue realizada la prueba.  Trabajo bien desarrollado, aunque se plantea la necesidad de realizar pruebas con el móvil real, bajo diversas condiciones de entorno del robot, para validar los resultados obtenidos en simulador.",2014-07-05,"It is undeniable the interest that causes the problem of the navigation of robots, so that the work presented constitutes an alternative for the choice of the architecture of control, given that it presents us by the comparison of metrics a possible solution to the problem, however it must be taken into account that it has been realized in a simulation environment, under certain conditions that will not necessarily be replicated in practice which in my opinion restricts the scope of application of the obtained results. Moreover, the references and development of statistical calculations give validity to the results obtained with regard to the environment in which the test was carried out.  Well developed work, although there is a need to test with the real mobile, under various conditions of the robot environment, to validate the results obtained in the simulator.",876,undeniable interest causes problem navigation robots work presented constitutes alternative choice architecture control given presents us comparison metrics possible solution problem however must taken account realized simulation environment certain conditions necessarily replicated practice opinion restricts scope application obtained results moreover references development statistical calculations give validity results obtained regard environment test carried well developed work although need test real mobile various conditions robot environment validate results obtained simulator,589,undeniable interest cause problem navigation robot work presented constitutes alternative choice architecture control given present u comparison metric possible solution problem however must taken account realized simulation environment certain condition necessarily replicated practice opinion restricts scope application obtained result moreover reference development statistical calculation give validity result obtained regard environment test carried well developed work although need test real mobile various condition robot environment validate result obtained simulator
251,109,3.0,2,3,es,1,,"El trabajo compara cuatro arquitecturas de navegación autónoma para robots móviles, las arquitecturas reactivo puro, redes neuronales, lógica difusa y una arquitectura hibrida neuro-difusa.  EL trabajo está bien planteado, el trabajo experimental parece replicable y los resultados presentados suenan coherenten.  El principal aspecto a mejorar sería el análisi/discusion de los resultados, el cual se puede desarrollar más.",2014-07-05,"The work compares four autonomous navigation architectures for mobile robots, pure reactive architectures, neural networks, fuzzy logic, and a neuro-diffuse hybrid architecture.  The work is well presented, the experimental work seems replicable and the results presented sound coherent.  The main aspect to be improved would be the analisi/discussion of the results, which can be further developed.",399,work compares four autonomous navigation architectures mobile robots pure reactive architectures neural networks fuzzy logic neurodiffuse hybrid architecture work well presented experimental work seems replicable results presented sound coherent main aspect improved would analisidiscussion results developed,308,work compare four autonomous navigation architecture mobile robot pure reactive architecture neural network fuzzy logic neurodiffuse hybrid architecture work well presented experimental work seems replicable result presented sound coherent main aspect improved would analisidiscussion result developed
252,110,3.0,-1,1,es,0,,"El artículo presenta un plan de investigación que propone combinar los constructos teóricos de competencias para la gestión de tecnología (con el modelo BTM) y la precepción de éxito profesional (con un modelo propuesto que combina varios factores de diversas fuentes).  La capacidad de gestión de TI es un elemento clave para los profesionales del área y no solo sus competencias tecnológicas. Parece relevante estudiar como impactan estas competencias en el éxito profesional, o, al menos, en la precepción subjetiva de dicho éxito.  El estudio contiene referencias a fuentes relevantes, aunque se sugiere reducir el número y priorizar para el caso de los artículos en revistas o congresos.  Si bien el tema es relevantes existen algunos riesgos en la definición de los constructos que no son analizados. ¿Cuáles son los límites entre la percepción de éxito profesional y personal? ¿Se puede hacer un estudio de la percepción del éxito profesional solo considerando el modelo BTM y dejando fuera las competencias tecnológicas? ¿El estudio aplica a todos los profesionales de TI o solo a los que gestionan proyectos tecnológicos como CIOs?  La principal debilidad de la investigación es que se identifica como un método experimental, cuando en realidad la encuesta no tiene el grado de control sobre el objeto de estudio para clasificarse de esta manera. También se habla de estudio de causalidad, pero la encuesta solo permitiría un estudio de co-relación.  Sobre la encuesta se explica cuáles son los factores evaluados y la escala Lickert. Sin embargo, faltan ejemplos de preguntas concretas y explicar como van a ser respondidas por los sujetos. Por ejemplo: ¿Es viable que una persona evalúe su compromiso o liderazgo? Aunque se esté evaluando la relación en términos generales y no propios, convendría realizar primero una validación del modelo y luego de la propia encuesta con un grupo de expertos o gestores de profesionales de TI.",2014-07-05,"The article presents a research plan that proposes to combine the theoretical constructs of competences for the management of technology (with the BTM model) and the precept of professional success (with a proposed model that combines several factors of different sources).  IT management capability is a key element for area professionals and not just their technological competencies. It seems relevant to study how these competencies impact on professional success, or at least on the subjective precept of such success.  The study contains references to relevant sources, although it is suggested to reduce the number and prioritize for the case of articles in journals or congresses.  Although the topic is relevant, there are some risks in the definition of the constructs that are not analyzed. What are the limits between the perception of professional and personal success? Can we do a study of the perception of professional success only by considering the BTM model and leaving out the technological competencies? Does the study apply to all IT professionals or only those who manage technology projects such as CIOs?  The main weakness of the research is that it is identified as an experimental method, when in fact the survey does not have the degree of control over the object of study to be classified in this way. There is also talk of causation study, but the survey would only allow for a co-relationship study.  The survey explains the factors assessed and the Lickert scale. However, examples of concrete questions are missing and explain how they will be answered by the subjects. For example: Is it viable for a person to assess their commitment or leadership? Although the relationship is being assessed in general terms and not itself, a validation of the model should be carried out first and then the survey itself with a group of experts or managers of IT professionals.",1898,article presents research plan proposes combine theoretical constructs competences management technology btm model precept professional success proposed model combines several factors different sources management capability key element area professionals technological competencies seems relevant study competencies impact professional success least subjective precept success study contains references relevant sources although suggested reduce number prioritize case articles journals congresses although topic relevant risks definition constructs analyzed limits perception professional personal success study perception professional success considering btm model leaving technological competencies study apply professionals manage technology projects cios main weakness research identified experimental method fact survey degree control object study classified way also talk causation study survey would allow corelationship study survey explains factors assessed lickert scale however examples concrete questions missing explain answered subjects example viable person assess commitment leadership although relationship assessed general terms validation model carried first survey group experts managers professionals,1222,article present research plan proposes combine theoretical construct competence management technology btm model precept professional success proposed model combine several factor different source management capability key element area professional technological competency seems relevant study competency impact professional success least subjective precept success study contains reference relevant source although suggested reduce number prioritize case article journal congress although topic relevant risk definition construct analyzed limit perception professional personal success study perception professional success considering btm model leaving technological competency study apply professional manage technology project cio main weakness research identified experimental method fact survey degree control object study classified way also talk causation study survey would allow corelationship study survey explains factor assessed lickert scale however example concrete question missing explain answered subject example viable person ass commitment leadership although relationship assessed general term validation model carried first survey group expert manager professional
253,110,3.0,-2,2,es,-1,,"El artículo muestra el diseño de una investigación sobre el impacto de las competencias TI en la percepción del éxito profesional, pero no es lo que señala en su título. Se observa una sección correspondiente a una extensa revisión de trabajos previos y definiciones, en comparación con la sección que muestra el diseño de la investigación, la cual es bastante breve. En mi opinión era conveniente haber presentado el artículo como una revisión sistemática sobre la literatura existente del tema con el objeto de encontrar brechas y/o similitudes en el diseño de la investigación, o haber puesto más énfasis en esto último. Si bien el tema puede ser novedoso, el artículo no lo demuestra, ya que solo es la presentación de un diseño de investigación.  En la sección de conclusiones, no se muestran conclusiones concretas a partir del trabajo realizado, solo se plantean posibles escenarios de un trabajo futuro.  Con respecto a la forma, el artículo se encuentra bien estructurado, pero se observan detalles a corregir:  - abuso de “TI” - en algunos párrafos se señalan trabajos previos sin ser referenciados - la figura del modelo es muy básica (no es un aporte) - párrafos no alineados (justificados) - la figura 1 debió ser una tabla - error en la correlación de figuras",2014-07-05,"The article shows the design of an investigation into the impact of IT skills on the perception of professional success, but it is not what it points out in its title. A section corresponding to an extensive review of previous work and definitions is observed, compared to the section showing the design of the research, which is quite brief. In my opinion it was convenient to have presented the article as a systematic review on the existing literature of the subject in order to find gaps and/or similarities in the design of the research, or to have put more emphasis on the latter. While the subject may be novel, the article does not prove it, as it is only the presentation of a research design.  In the conclusions section, no concrete conclusions are drawn from the work done, only possible scenarios for future work.  With respect to form, the article is well structured, but details are observed to correct:-abuse of ""IT""-in some paragraphs previous works are indicated without being referenced-the figure of the model is very basic (not a contribution)-paragraphs not aligned (justified)-figure 1 should have been a table-error in the correlation of figures",1169,article shows design investigation impact skills perception professional success points title section corresponding extensive review previous work definitions observed compared section showing design research quite brief opinion convenient presented article systematic review existing literature subject order find gaps andor similarities design research put emphasis latter subject may novel article prove presentation research design conclusions section concrete conclusions drawn work done possible scenarios future work respect form article well structured details observed correctabuse itin paragraphs previous works indicated without referencedthe figure model basic contributionparagraphs aligned justifiedfigure tableerror correlation figures,750,article show design investigation impact skill perception professional success point title section corresponding extensive review previous work definition observed compared section showing design research quite brief opinion convenient presented article systematic review existing literature subject order find gap andor similarity design research put emphasis latter subject may novel article prove presentation research design conclusion section concrete conclusion drawn work done possible scenario future work respect form article well structured detail observed correctabuse itin paragraph previous work indicated without referencedthe figure model basic contributionparagraphs aligned justifiedfigure tableerror correlation figure
254,110,4.0,0,3,es,-1,,"Este artículo tiene como objetivo identificar la incidencia de las competencias de negocio TI en la percepción del éxito profesional. Se presenta el problema, el modelo de análisis, la hipótesis y la metodología de investigación.  Es un tema interesante, pero la autora indica que la investigación se  encuentra en la fase de recolección de datos y que faltan unos 7 meses para  obtener los resultados finales.  Sin embargo, el análisis teórico realizado es  bastante importante.  La Figura 3 es muy simple. Sugiero que el modelo propuesto aporte mayor información. Para ello, puede unir en una sola figura las Figuras 3,  4 y 2.  Utiliza referencias numéricas y referencias en formato APA (debe usar solamente referencias numéricas y de manera correcta).  Hay 2 páginas con número de página 3.  En página 5 aparece la Figura 4, en página 6 aparece la Figura 2 ¿? ¿Existe la Figura 3?  En Referencia [11] no indica el nombre de la conferencia, Referencia [15] no tiene fecha, la Referencia [30] ¿es un libro?, la Referencia [34] tiene su título escrito totalmente en mayúsculas, Referencia [45] dice solamente “Quinta”, Referencia [46] dice “Segunda”.  En Conclusiones, cambiar “tesis q del” por “tesis del”. Cambiar “se mostrara” por “se mostrará”.  Las Referencias [8] y [46] no son utilizadas en el texto.  El nombre del autor e institución debería ser anónimo (según normas del congreso).  En página 5, debe revisar que el texto esté justificado a la derecha.  En página 8, cambiar “se capaces” por “ser capaces”.",2014-07-05,"This article aims to identify the incidence of IT business competencies in the perception of professional success. We present the problem, the analysis model, the hypothesis and the research methodology.  It is an interesting topic, but the author indicates that the research is in the data collection phase and that it is about 7 months to obtain the final results.  However, the theoretical analysis done is quite important.  Figure 3 is very simple. I suggest that the proposed model provides more information. To do this, you can join in a single figure Figures 3, 4 and 2. Use numerical references and references in APA format (you should only use numeric references and correctly).  There are 2 pages with page number 3.  In page 5, Figure 4 appears, in page 6 is shown Figure 2? Is there Figure 3?  In Reference [11] does not indicate the name of the conference, Reference [15] has no date, the Reference [30] is a book?, the Reference [34] has its title written entirely in capital letters, Reference [45] says only ""Fifth"", Reference [46] says ""Second"".  In Conclusions, change ""thesis q of"" by ""thesis of"". Change ""will be displayed"" by ""will be displayed"".  References [8] and [46] are not used in the text.  The name of the author and institution should be anonymous (according to the rules of the congress).  On page 5, you should check that the text is right-justified.  On page 8, change ""are capable"" by ""being able"".",1433,article aims identify incidence business competencies perception professional success present problem analysis model hypothesis research methodology interesting topic author indicates research data collection phase months obtain final results however theoretical analysis done quite important figure simple suggest proposed model provides information join single figure figures use numerical references references apa format use numeric references correctly pages page number page figure appears page shown figure figure reference indicate name conference reference date reference book reference title written entirely capital letters reference says fifth reference says second conclusions change thesis q thesis change displayed displayed references used text name author institution anonymous according rules congress page check text rightjustified page change capable able,875,article aim identify incidence business competency perception professional success present problem analysis model hypothesis research methodology interesting topic author indicates research data collection phase month obtain final result however theoretical analysis done quite important figure simple suggest proposed model provides information join single figure figure use numerical reference reference apa format use numeric reference correctly page page number page figure appears page shown figure figure reference indicate name conference reference date reference book reference title written entirely capital letter reference say fifth reference say second conclusion change thesis q thesis change displayed displayed reference used text name author institution anonymous according rule congress page check text rightjustified page change capable able
255,111,4.0,1,1,es,0,,"Me parece un trabajo interesante, con énfasis en cubrir brechas prácticas. Su contenido y estructura están técnicamente bien presentados. Sin embargo, por otro lado, no existe una distinción clara entre los trabajos previos y la propuesta original de este trabajo. El artículo expone que existen trabajos previos respecto a este maridaje CMMI-ÄGIL pero no indica si estas propuestas son suficientes o insuficientes para la mejora. Es decir, la motivación o justificación de este trabajo no está explícita.",2014-07-05,"I find it an interesting job, with an emphasis on covering practical gaps. Their content and structure are technically well presented. On the other hand, however, there is no clear distinction between previous work and the original proposal of this work. The article states that there are previous works on this pairing CMMI-AGIL but does not indicate whether these proposals are sufficient or insufficient for improvement. That is, the motivation or justification of this work is not explicit.",494,find interesting job emphasis covering practical gaps content structure technically well presented hand however clear distinction previous work original proposal work article states previous works pairing cmmiagil indicate whether proposals sufficient insufficient improvement motivation justification work explicit,315,find interesting job emphasis covering practical gap content structure technically well presented hand however clear distinction previous work original proposal work article state previous work pairing cmmiagil indicate whether proposal sufficient insufficient improvement motivation justification work explicit
256,111,4.0,-2,2,es,-1,,"El artículo realiza una descripción general del modelo CMMI y de las metodologías ágiles, tomando como casos particulares Scrum y XP. Se realiza una discusión sobre la combinación de estos enfoques para la mejora de procesos, realizando un mapeo de las áreas de proceso REQM y PPQA con sus equivalentes en las metodologías ágiles.  El artículo realiza descripciones generales correctas de las metodologías, pero no contiene elementos de investigación novedosos que aporten al conocimiento en esta área. Para la comunidad técnica/científica de ingeniería de software resulta evidente que los enfoques tienen distintos puntos de partida, pero son combinables. Esto es especialmente cierto para expertos en mejora de proceso de software.  La revisión que se realiza sobre la investigación de la combinación de agilidad y CMMI no es sistemática. Por estado del arte no se entiende una descripción simple de cada enfoque, sino recoger la investigación más actualizada sobre este tema.  Si bien puede ser interesante realizar un mapeo entre áreas de proceso y prácticas ágiles, no se explica que pasos se van a seguir para realizar esto. Tampoco se realiza una validación de este mapeo o se explica cómo puede ser aplicado, por ejemplo por un consultor en mejora de procesos. No se aporta ninguna evidencia empírica de la aplicabilidad o utilidad del mapeo.",2014-07-05,"The article gives a general description of the CMMI model and agile methodologies, taking as particular cases Scrum and XP. A discussion is conducted on the combination of these approaches for process improvement, mapping the REQM and PPQA process areas with their equivalents in the agile methodologies.  The article performs correct general descriptions of the methodologies, but does not contain novel research elements that contribute to the knowledge in this area. For the technical/scientific community of software engineering it is evident that the approaches have different starting points, but they are combinable. This is especially true for software process improvement experts.  The review that is conducted on the investigation of the combination of agility and CMMI is not systematic. By state of art, you do not understand a simple description of each approach, but rather to gather the most up-to-date research on this subject.  While it may be interesting to map between process areas and agile practices, it does not explain what steps are going to be taken to do this. Neither is a validation of this mapping performed or explained how it can be applied, for example by a consultant in process improvement. No empirical evidence of the applicability or usefulness of the mapping is provided.",1310,article gives general description cmmi model agile methodologies taking particular cases scrum xp discussion conducted combination approaches process improvement mapping reqm ppqa process areas equivalents agile methodologies article performs correct general descriptions methodologies contain novel research elements contribute knowledge area technicalscientific community software engineering evident approaches different starting points combinable especially true software process improvement experts review conducted investigation combination agility cmmi systematic state art understand simple description approach rather gather uptodate research subject may interesting map process areas agile practices explain steps going taken neither validation mapping performed explained applied example consultant process improvement empirical evidence applicability usefulness mapping provided,890,article give general description cmmi model agile methodology taking particular case scrum xp discussion conducted combination approach process improvement mapping reqm ppqa process area equivalent agile methodology article performs correct general description methodology contain novel research element contribute knowledge area technicalscientific community software engineering evident approach different starting point combinable especially true software process improvement expert review conducted investigation combination agility cmmi systematic state art understand simple description approach rather gather uptodate research subject may interesting map process area agile practice explain step going taken neither validation mapping performed explained applied example consultant process improvement empirical evidence applicability usefulness mapping provided
257,111,3.0,-1,3,es,-1,,"El artículo presenta una descripción de la integración entre CMMI y métodos ágiles de desarrollo. Un énfasis que hacen los autores es que esta integración es recomendable para PYME. El desarrollo de software para las más pequeñas empresas es un desafío aun no resuelto. Como tal, los autores toman un tema que es interesante y justifican bien la idea del tema. Sin embargo, creo que no logran desarrollar su punto en la forma que se esperaría desde un punto de vista científico. Aunque los autores indican que hacen una revisión de la literatura, esta no es lograda adecuadamente, ya que no se observa una metodología de revisión sistemática propia de esta meta. Por otra parte, el artículo en mi opinión hace un resumen adecuado para personas que no pertenecen al área pero están familiarizados con algunos conceptos claves descritos en el paper. Vale mencionar que me parece un artículo bien escrito y planteado, en general, con una estructura fácil de entender. Además, otra crítica que haría es que si bien las ideas de CMMI y desarrollo ágil me parecen bien descritas, no pasa lo mismo respecto a justificar adecuadamente su aplicación concreta en PYMEs. Pienso que el artículo podría ser mejorado sustancialmente. Una sugerencia que haría para ello sería la presentación de un caso que dé fuerza al argumento central del artículo, es decir, CMMI y desarrollo ágil son compatibles y especialmente útiles para PYMEs. De esa forma, podría darse menor énfasis a la revisión (que me parece insuficiente en ese sentido) y se alzaría la relevancia práctica del argumento. Si así fuera, el artículo podría tener una interesante proyección. Además, deberían mejorarse la inclusión de referencias ya que existen una gran cantidad de argumentos que merecen ser aclarados si pertenecen a una opinión de los autores o son extraídos de la teoría existente. Existen muy pequeños errores ortográficos y gramáticos.",2014-07-05,"The article presents a description of the integration between CMMI and agile methods of development. An emphasis that the authors make is that this integration is recommended for SMEs. The development of software for the smallest companies is an unresolved challenge. As such, the authors take a theme that is interesting and well-justified the idea of the subject. However, I think they fail to develop their point in the form that would be expected from a scientific point of view. Although the authors indicate that they do a review of the literature, it is not adequately achieved, since a methodology of systematic review of this goal is not observed. On the other hand, the article in my opinion makes an appropriate summary for people who do not belong to the area but are familiar with some key concepts described in the paper. It is worth mentioning that it seems to me a well-written article and, in general, with an easy to understand structure. In addition, another criticism that I would make is that while the ideas of CMMI and agile development seem to me well described, it does not happen the same in order to adequately justify their concrete application in SMEs. I think the article could be substantially improved. A suggestion that would make for this would be the presentation of a case that gives strength to the central argument of the article, that is, CMMI and agile development are compatible and especially useful for SMEs. Thus, less emphasis could be given to the review (which seems to me to be insufficient in this regard) and the practical relevance of the argument would be raised. If so, the article could have an interesting projection. In addition, the inclusion of references should be improved as there are a large number of arguments that deserve to be clarified if they belong to an opinion of the authors or are extracted from the existing theory. There are very small spelling and grammatical errors.",1943,article presents description integration cmmi agile methods development emphasis authors make integration recommended smes development software smallest companies unresolved challenge authors take theme interesting welljustified idea subject however think fail develop point form would expected scientific point view although authors indicate review literature adequately achieved since methodology systematic review goal observed hand article opinion makes appropriate summary people belong area familiar key concepts described paper worth mentioning seems wellwritten article general easy understand structure addition another criticism would make ideas cmmi agile development seem well described happen order adequately justify concrete application smes think article could substantially improved suggestion would make would presentation case gives strength central argument article cmmi agile development compatible especially useful smes thus less emphasis could given review seems insufficient regard practical relevance argument would raised article could interesting projection addition inclusion references improved large number arguments deserve clarified belong opinion authors extracted existing theory small spelling grammatical errors,1248,article present description integration cmmi agile method development emphasis author make integration recommended smes development software smallest company unresolved challenge author take theme interesting welljustified idea subject however think fail develop point form would expected scientific point view although author indicate review literature adequately achieved since methodology systematic review goal observed hand article opinion make appropriate summary people belong area familiar key concept described paper worth mentioning seems wellwritten article general easy understand structure addition another criticism would make idea cmmi agile development seem well described happen order adequately justify concrete application smes think article could substantially improved suggestion would make would presentation case give strength central argument article cmmi agile development compatible especially useful smes thus le emphasis could given review seems insufficient regard practical relevance argument would raised article could interesting projection addition inclusion reference improved large number argument deserve clarified belong opinion author extracted existing theory small spelling grammatical error
