,level_0,evaluation,orientation,Lemma_clean_eng_text,length,Vader_Compound,Vader_sentiment,Vader_score,TextBlob_polarity,TextBlob_subjectivity,TextBlob_sentiment,TextBlob_score
90,35,0,-1,manuscript involves use gpu technology couple year say area hpc document relatively good structure comparison made interesting graphic document shortcoming make confusing example page complete mess figure well explained table treated figure difference image graph represents treated independently text explains figure way table text part body paper yes difficult read page expert sift algorithm reading paper clear whether used siftgpu code created changchang wu took base applied modification hand would interesting know implementation cuda implementation multicore serial could yield different result end three approach algorithm sift year ago programmed parallel application algorithm never observed different result algorithm variant introduced original algorithm order force parallelism different result produced longer original algorithm reading paper subject dont find much originality document doesnt help much draw conclusion either paper data run compare different approach great doubt algorithm sequential approach another parallel gpu produce different result gpu matter thanks especially saving money implies use long term could good divulge work divulge technology document messy missing differentiate figure chart table besides page difficult read explanation data table confused body paper,1305,0.9365,very positive,2,0.04557291666666667,0.4942708333333332,positive,1
91,36,0,-1,article generally proposes architecture based window azure platform develop application cloud computing current paradigm computing technology would appreciate indicator comparison using window azure platform application cloud computing use window azure development application cloud computing seem original architecture raised based mvc widely used area application development article describes general way concept cloud computing mvc web service rest topic cloud computing current paradigm computing point view article relevant would appreciated define acronym least define whether cloud cloud spoken reference section proposed architecture figure show proposed architecture,676,0.8074,positive,1,0.07500000000000001,0.4833333333333333,positive,1
92,36,-1,-1,description window azure cloud platform component description concept cloud computing lack discussion regarding possible disadvantage adverse scenario cloud implementationthe summary talk detailing experience building platform build public open cloud limited description azure platform deep description application mounted cloud platform given title summary analysis expected term advantage disadvantage development using platform problem drafting within work certain section seem commercial brochure academic work,514,-0.872,negative,-1,0.004761904761904761,0.3423280423280423,positive,1
93,36,-1,-1,paper relatively coherent structure introduces series concept someone know subject could useful speaks architectural pattern describes window azure someone know subject tedious read definition already known hand title paper consistent writing manuscript fact gave feeling reading commercial booklet scientific work cloud computing especially implementation example window azure advantage disadvantage mention disadvantage loss control performance privacy latin america country serious bandwidth problem cloud computing constitute risk rather benefit improves basic aspect improve data network think case explained since essence evident cloud computing useful another buzzword want u sell commercial area company paper mainly limited explaining concept benefit rather showing benefit quality example practical case practical case detailed development application seen critical point view positive aspect mentioned negative one although cloud current term participating several grid computer collaborative system yet clear cloud commercial area buzzword really something new concept coined although critical objective view topic lacking part look like commercial brochure think open discussion topic generated help answer doubt exist around term cloud computing paper editorial error summary however coherence evolution theme although theme evolves aligned title document,1369,0.8885,positive,1,0.04019789734075448,0.36194727891156464,positive,1
94,37,2,0,paper introduces segmentation procedure breast tissue image using svm general comment concerning proposed approach segmentation method introduced considers local colorgray value information perhaps introducing feature related membrane local eg membrane symmetry property exploited global eg continuity approximately circular shape property may improve segmentation result feature selection also key component improve performance use feature selection procedure b concerning experience describe experiment sufficient detail others replicate make data publicly available b explain selected classifier parameter parameter selection svm critical may improve notably performance join fig single plot better see difference provide qualitative segmentation result fig quantitative result also important specifically come comparison quantitatively compare algorithm competing work literature c concerning paper organization paper well written clearly introduces problem describes relevant literature present solution comment concerning paper organization problem statement literature review intro theoretical framework section opinion bit long compared important section eg feature extraction experiment one paragraph b although english general correct small mistake could solved read professional c two proposed method section well written paper good literature review show preliminary result,1385,0.9509,very positive,2,0.11785714285714284,0.4290674603174603,positive,1
95,37,2,1,paper show method segmentation image breast tissue binary classification pixel image using svm determine presence absence staining membrane cancer cell work interesting valuable due difficulty obtaining type image interdisciplinary approach presenting interesting future work well written result shown even though partial seem correct justified verify wording typography page first last paragraph main weakness work may low amount test image lack comparison method would also desirable show overall result classification validation process addition property explained score table completeness intensity directly used classification process,639,0.1531,positive,1,0.12916666666666668,0.317948717948718,positive,1
96,37,1,-1,paper present medical test based image tissue section approach proposed cancer cell segmentation membrane localisation based local pixel feature svm classification paper describes quite well practical problem deal cancer cell segmentation image generally well written paper approach described paper seems first try problem follows others quite similar new problem moreover paper concludes proposed approach good enough feature used classification pack frequency information around pixel although used first derivative excess text descriptor literature use frequency information gabor wavelet fourier coefficient dct etc use kind information chosen feature one paper track experimental evaluation different feature set,717,-0.8241,negative,-1,0.1604895104895105,0.38624708624708626,positive,1
97,38,1,0,article presented describes model multiagent system according gaia agentoriented methodology model requirement traceability proposal gaia model traceability requirement using multiagent system appears novel presentation article rather confusing paper present misspelling writing structuring error reference table figure presented table referenced figure item result must changed described elsewhere document insufficient conclusion,431,-0.3182,negative,-1,-0.15,0.2,negative,-1
98,38,-1,-1,article describes various approach developing requirement applies one gaia construction multiagent system ma introduction long cover many topic divided several section leave introduction general context description rest article example illustrate technique described page essential contribution validation type,310,-0.0516,negative,-1,0.08333333333333333,0.36666666666666664,positive,1
99,38,1,0,proposed use gaia methodology traceability requirement proposed approach based social capacity agent process knowledge perceive change environment communication complex task development software wide variety model diagram used facilitate representation knowledge artifact modified time change come mainly user necessary deepen practical implementation proposal better ass scientific practical contribution,405,-0.1531,negative,-1,0.04999999999999999,0.45,positive,1
100,39,2,1,interesting develop web framework management ip camera theme novel extended utility problem writing presentation example ip camera furthermore unclear whether application developed framework whether proper functioning,217,0.0772,positive,1,0.19999999999999998,0.3,positive,1
101,39,2,-1,display mix web technology development implement native solution show much bandwidth consumed trunk application camera working together need show result,152,0.3182,positive,1,0.2,0.2,positive,1
102,39,0,0,work present development web framework transmission capacity analyze image ip camera bibliography presented web page related tool used development related topic related application formatting problem check spelling line break identation indicates summary system parsing capacity end indicates disabled advantage saving real ip usage analysis previous situation missing current one system improved,396,0.0516,positive,1,-0.040740740740740744,0.26851851851851855,negative,-1
103,40,-2,-1,article address relevant communitybased problem eg cmmiacq state art review previous attempt solve problem definition acquisition project pattern based usual pattern definition maxime compared design pattern done conclusion eg portland style design pattern recognizes context problem solution technique used mect seems suitable building taxonomy pattern excluding consideration causation etc article seems assume design pattern shape pattern reference mislists author name,472,-0.6124,negative,-1,0.13333333333333336,0.5166666666666666,positive,1
104,40,1,0,issue sufficiently addressed therefore good treat serious way precisely theme taken although consider classification appropriate think could gone little,152,0.6486,positive,1,0.21583333333333332,0.6133333333333333,positive,1
105,41,-1,-1,article present screening eyetracking system psychological clinical analysis general comment topic article address published quite lot however directly related relevant work cited help u place proposal within literature good starting point may special issue journal computer vision image understanding volume issue april special issue eye detection tracking experimental part work brief important describe detail data used experimentation condition capture even make public researcher compare result enough give percentage correct answer false positive negative must analyzed related technique used possible future topic investigated comment article mentioned speed response considered figure provided introduction cite reference related review psychological aspect article reference seems mathematical morphology reference incomplete editorial missing speakermagazine volume number page article address topic great technical practical interest system appears fully developed described,985,0.9578,very positive,2,0.09598364598364599,0.4004930254930255,positive,1
106,41,-1,-1,work present eye position detection development system support person psychological analysis shape detecting eyeball direction presented addition small reference cc use support library filter image capture etc explicitly specified mentioned speed response system considered however evidence factor data set study conducted mentioned preexistent developed specifically work author detail face data set age race sex etc presented specified whether result obtained reviewed professional clinical area conclusion reference relation field developed work,548,0.6597,positive,1,0.008333333333333337,0.19999999999999998,positive,1
107,41,0,-1,paper proposes part concluded system recognize interpret eye movement tool support psychologist interesting topic although interesting topic problem solved result interpretation eye movement explained could used sheet explain part analysis result lacking formatting problem writing problem spelling equation explain term write third person mode presentation page however present page,383,0.2732,positive,1,0.25,0.25,positive,1
108,42,2,1,paper show result development cbir based index metric distance comparing existing system accuracy recovery comparing efficiency result time different indexing approach gnat nat etc work address important problem recovery system structure correct result appear based perhaps evaluation criterion enough determine superiority one approach another although author recognize main shortcoming regarding point visualize future work direction explanation section accuracy unclear defining known correct image similar query able calculate accuracy time chart figure indicate scale,572,0.25,positive,1,0.15238095238095237,0.511904761904762,positive,1
109,42,0,-1,article discus building image recovery system based content image cbir cbir problem introduced algorithm presented allow speed search neighbor closest input vector corresponding image chosen feature space represent image colorbased feature response frequency global used local box input image divided introduces information different type cbir system represent image article clearly delimit contribution seems something brought far feature space image represented also seems bring something algorithm data structure needed speed search metric space general article us little space explain proposed approach cbir two reference master thesis given conclusion experimental result presented clearly go previous section experiment visual characteristic used represent image lack experiment allow establish one characteristic proposes use think important answer question others also question redundant could stopped using true feature selection procedure used le experiment setting effect selection much gained rate success use complete vector seems feature space selection dimension section feature extracted manually comparison experiment cbir system understood section done image common database query done system accuracy recall measured using common image appear system response thats explained article given data sensitivity specificity conclusion said data set tested possible test data obtain completely different result others therefore sensitivity specificity without reference data obtained meaningless reviewer find article cbir overlook development vision computer based local already classic feature sivic j zisserman video google text retrieval approach object matching video proceeding ieee international conference computer vision nister h stewenius scalable recognition vocabulary tree proceeding ieee international conference computer vision pattern recognition reference incomplete refer article example system running url system working url author refer give execution failure trying test image extracted google image,2032,0.875,positive,1,-0.008482142857142853,0.39285714285714285,negative,-1
110,42,1,0,publication aim show benefit metric structure image recovery work continuation several work already presented example parallel metric recovery image peñajaramillo e referred paper definition recolator image based content metric space eduardo peñajaramillo et al referenced parallel metric recovery image web eduardo peñajaramillo et al referenced number reference possible obtain electronic copy since aforementioned publication said new contribution experiment carried gnat spaghetis structure explained publication work original point view author extension based work another direct relation work presented text well structured easy understand want expose well presentation serious problem improve figure graph especially tilde matlab add text latex avoid kind problem word appears couple occasion without tilde section introduction although work presented general think would important point state art matter related work important reference contribution work state art etc comprehensive literature review lacking section extraction characteristic found detail asit cost find definition technique layout since one reference intuit characteristic obtained subimage considered signal mixed obtain vector represents total image say text union characteristic extracted give u result clear type union take place also true reference made fisher discriminant relevant source added point type database used explained detail public private domain type image group image contains many class repeated image quality image idea frame reference anyone want compare algorithm make level playing field image shown figure deduce database hope wrong repeated image produce bias calculating value precision sensitivity specificity recovered image believe ideal database correctly measuring quality recovery different image even never since retrieving set image query repeated amount true positive proportional repeated translate bias calculation metric recommendationsthe text mention conclusion section solution entirely satisfactory think currently project like httpsimilar imagesgooglelabscom imagesgooglelabscom httpwwwlikecom httpwwwlikecom httpwwwtineyecom others show great advance field would good checked hand set feature used recommend review type feature shown invariant scale rotation distinct image feature scaleinvariant keypoints david g lowe international journal computer vision well improvement surf speeded robust feature computer vision image understanding cviu herbert bay andreas es tinne tuytelaars luc van gool vol pp,2525,0.9957,very positive,2,0.16022727272727272,0.5407894736842106,positive,1
111,43,1,0,general comment • recommended review writing since word word written wrong way example incomplete itemes p queen p p etc • review spacing word • review numbering bibliography listed order appears • review text size example end first column page comment section ii scrum yspem • refer part dedicated scrum well figure since author taken someone else iii lifting requirement using spem • review concept stakeholder reference reference used concept example included concept stakeholder cmmi interested party stakeholder group individual affected somehow responsible outcome company interested party stakeholder group individual affected somehow responsible outcome company iv software development scrum • title figure improved title figure example model software development process based scrum using spem modeling • recommended reinforce section adding reference term v metric define quality development software • recommended add reference describing concept metric vi practical case • recommended improve description table content column operation operation carried establish standard deviation weight evaluation • bullet without text table • recommended support section chart table showing summary measurement quality understand measurement time one speaks conclusion,1268,0.9796,very positive,2,0.06999999999999999,0.4633333333333334,positive,1
112,43,0,-1,article promise present method measure quality software development scrum consider proposal interesting relevant however work weakness construction title promise diluted abstract el introduction introduction spem tool article body clear link spem proposed quality measurement method case study basing work clear modeling spem scrum theoretical form case study evaluation method seem measure quality software criterion involved respect attachment modeling process case always measure intermediate document process defect first attribute quality software produced minor commentsreview building referencesscrum modeling include retrospective meeting particular scrum implementation modeled clarify paper body otherwise important modeling error use traditional process model agile process could one latter used first sheet end first column typeface change,851,0.8658,positive,1,0.19111111111111112,0.42,positive,1
113,44,2,1,interesting work deal simulation urban environment simulate accident measure effect urban intervention help prevention work contribution point view objective well detailed description carry process integration technology allowed carried replicated project use technology objective well strategy used refine model aerostatic balloon miss review similar job established comparison,378,0.5994,positive,1,0.1285714285714286,0.2642857142857143,positive,1
114,45,1,1,interesting work author want show honeynets alternative security measure learn operate intruder thus create new form protection remarksthe name author centralized article word figure english article spanish reference inadequate single article cited incomplete reference improve bibliographic review citing current article book,326,0.7717,positive,1,0.09415584415584416,0.26147186147186147,positive,1
115,46,-1,-1,summary job describes step follow apply fuzzy logic concept mobile device exemplify step followed author used mobile robot called amadeus similar cleaning robot marketed japan apply concept fuzzy logic mamdani module used general assessment subject interesting recurring sum late device use fuzzy logic operate interesting novel bridge artificial intelligence pervasive computing however work least one major weakness resolved work doesnt show really important use fuzzy logic application example strongly recommended job would help use fuzzy logic mobile device work clear whether use fuzzy logic mobile device something new area something new perhaps job could become repetition another job something new please mention minor commentsin conclusion phrase demonstrated mentioned suggested change shown take care us score eg upper case end introduction suggested mention structure document auto mee wwwyumekiorgcomercilizaranpequenorobotlimpiadordedispositivostactiles,968,0.9616,very positive,2,0.061073975044563286,0.4949197860962566,positive,1
116,46,-2,-1,article investigative article show program robot using fuzzy logic tool theme already proposed solution robot navigation,120,0.3182,positive,1,0.0,0.0,positive,1
117,46,1,1,work according reviewer present direct scientific contribution area robotics diffuse system however interesting application presented workshop robotics infonor recommended accept article presentation,199,0.7269,positive,1,0.19999999999999998,0.3,positive,1
118,47,1,1,article proposes system add fuzzy component certain attribute database information physical state people application work interesting since experience practice diffuse attribute used storage consultation country make subject matter interesting congress however following aspect clear incompleteuse format requested congress improve general wording summaryintroductioncompose third person point referring clienttake care use abbreviation sometimes used lowercase upper casecompose conclusion approach clear benefit user obtained system respect nondiffuse systemit clear function belonging used determined kind studycomparative check contribution system like proposed improvement complement traditional system area applied due recommended accept article presentation workshop business application,794,0.9903,very positive,2,0.12484126984126988,0.38817460317460317,positive,1
119,48,-2,-1,learning object serf support educational process develop competency student one three type knowledge conceptual domino domain procedure development attitude value none area give evidence prove addition fact experience basic abstract quote article present experience gathered application learning object development subject introduction theory automates significant change made development course detailed exhaustive academic followup scheme quick feedback short question,470,0.6597,positive,1,0.13240740740740742,0.3481481481481481,positive,1
120,48,-1,-1,need use learning object oa teaching course introduction theory automates presented however little information subject article oa chosen course information result application consequence learning outcome survey student validate etc recommended accept article unless information added support implementation oa course,316,0.8225,positive,1,-0.17708333333333331,0.41666666666666663,negative,-1
121,49,1,1,article interesting thematic address result analysis carried rather methodology doubt analysis fed new information system integrated usachs transactional system however interesting application,192,0.4404,positive,1,0.28409090909090906,0.36363636363636365,positive,1
122,49,-2,-2,proposed interesting application scientific work summary nothing indicated regarding methodology proposed perhaps title development methodology aimed proposal systematization information system propedeutic methodology proposed interesting application methodology page correct drafting error figure held idea proposed say clear analysis advantage proposal interesting important lacking example make table advantage model indicate advantage method method analyzed,461,0.9153,very positive,2,0.4,0.5766666666666667,positive,1
123,49,-1,-1,article proposes according article computational platform related academic information usachs propedeutico subsequently iii development proposal methodology proposed clear computational platform methodology systematization information abstract improved conclusion article brief could presented proposal better spread little proposal presented le sheet commentschange word reserved keywordsin introduction mentioned web page must declared reference reference confused identification title subsection example multicrittery decision reference page change organized organized page say table must say table,601,0.743,positive,1,0.0015624999999999944,0.3583333333333333,positive,1
124,49,1,1,paper according reviewer directly contemplate scientific contribution however experience subject matter interesting present congress although cannot presented regular paper congress recommended accept article presentation education workshop infonor,248,0.7351,positive,1,0.08666666666666667,0.26205128205128203,positive,1
125,51,2,1,summary work recount step taken use sap erp software embonor producer distributor cocacola product reporting experience company already sap module implemented financial fico logistics human resource general assessment although work present scientific structure article extremely interesting opinion listen detail experience infonor perhaps would recommend addingpresenting bit assessment implementation conclusion mention future job minor commentsmainly take care spacing word point figure little sharp figure say menu table xx standard sap screen xx,550,0.8268,positive,1,0.01875,0.26749999999999996,positive,1
126,52,1,-1,general comment • talk template however part article appears template • recommended example data collection included template • adding analyzed data graph support better understanding analysis performed • review writing many inconsistency writing example article missing word • review spacing paragraph • little bibliography • review indentation used beginning paragraph accordance format congress • review format reference bibliographic comment section key word • review keywords case study iso introduction • general → generally generally c iso • recommended review translation done section iso addition careful subfeatures mentioned really describe since one occasion name match • efficiency described quality attribute • review subfeatures included portability attribute especially subfeatures effectiveness productivity physical security satisfaction refer extracted information development template • understand first bullet interacting brief description moment must answer associated question exist recommend using different bullet well cause confusion section apply situation application practical case • recommended better description percentage example add table total number question associated attribute associated percentage mentioned,1247,0.9643,very positive,2,0.0948529411764706,0.5240896358543417,positive,1
127,52,-2,-1,document attempt display evaluation software quality attribute based iso standard document show proposal template series question analyze quality different quality attribute developed software product however document lack structure wording deficient part document follow required format parameter author guide example abstract abstract centered according event guide justified way paragraph document presented wording document difficult read missing poorly placed punctuation mark keywords match keywords article lack bibliographic reference support claim made even though template useful try ensure work necessary seek consolidated validation allows ensure usefulness statistic presented lack valid justification presentation format deficient much paper focus making statement described iso standard properly cited main reference work focusing article summarize definition feature subcharacteristic standard seem appropriate type work presentation format template lack clarity appears questionnaire format displayed list unclear statement question question mentioned result however appear list called author plantila case system operate together another system general term work refine much,1192,0.5423,positive,1,0.0008771929824561329,0.4043859649122807,positive,1
128,52,-2,-2,article present case study application template measure quality according iso standard true fit scope event proposal may interest software engineer wish practical instrument apply quality system work serious deficiency must improved published technical presentation document shortcoming meet standard set writing article particular mention somethe format uniform seen abstract different setting extension also difference space paragraph sometimes exists sometimes doesnt vignette different bloody one bibliographic reference different indentation serious spelling writing document requires thorough editing review first two paragraph introduction found fault regard structure believe must reorganized improve presentation believe objective must within framework introduction presentation iso criterion summarized descriptive table latefully extensive think referenced detail hand think clarified whether template preexisting work proposal case highlighted would main contribution article presentation unfortunate think summed table clearly stipulate answered even presented question insist template contribution facilitated engineer presentation help example first interacting system identify predictable turn answer instrument selfcontained clearly contains guide application doesnt provide clarity know combined response query get quality metric think much work left reader result presented readable form think table would help even mention several time tabulation result appear case study would like see table answer obtained percentage measure quality calculated,1566,0.976,very positive,2,-0.007333333333333336,0.37666666666666665,negative,-1
129,53,2,0,present response search request call center work well presented long allow u see well author want contribute,108,0.6597,positive,1,-0.05000000000000001,0.16666666666666666,negative,-1
130,54,1,0,interesting application measure average additive design must corrected system result erroneous use make decision average removed must constructed level role,156,-0.0258,negative,-1,-0.07500000000000001,0.475,negative,-1
131,54,-2,-2,work address interesting subject poorly presented starting summary end really incomprehensible paragraph every result possible good modeling data execute etl process thus end exploiting olap tool introduction improve start nace like first sentence correspond since style seems continuation another idea point ii theme appears good opportunity account state art used group set definition without clear part whole author use basis developing proposal point ii analysis problem reduced processing data author miss opportunity raise problem highlight impact proposal text contains important amount misspelling hinder comprehension writing show lack prolijity writing vi exploitation indicator important space allocated first indicator average age value obtained quite close region data actually serve accurate revision text meet expected quality standard required,859,0.9155,very positive,2,0.17280701754385963,0.46929824561403516,positive,1
132,54,-1,-1,proposed interesting application scientific work longer interesting apply datamart technical point view presented author since lot documentation work author look way want investigate area design error measure fact table possible result may good,244,0.7096,positive,1,0.33999999999999997,0.54,positive,1
133,54,1,1,article according reviewer scientific contribution subject particularly interesting discus congress recommended accept article presentation business application workshop instead regular paper,191,0.7501,positive,1,0.11111111111111112,0.3034188034188034,positive,1
134,55,0,-1,article present comparative analysis maturity model business intelligence showing dea mesme technique perform analysis even method clear understood whether resulting model selected organisation ie general use business intelligence rather business intelligence model surely defined large company united state work equally chilean company maturity business intelligence company developed country different country like chile necessary include point ii alone point v paragraph indicates dea adaptation described specify reference adaptation proposed author well indicating adaptation used page first paragraph indicates hierarchy model excluded checked following step page point e clear output increased order increase efficiency letter f must change word second paragraph seems table reference describe element equation point b vi understood model selected le efficiency figure graph model clear point v vi step label number describe letter must use equation editor item format specified page page include table produce mismatch text fix,1035,0.9859,very positive,2,0.10102040816326532,0.3964852607709749,positive,1
135,55,1,0,article present quantitative comparison dea technique qualitative comparison mesme methodology selected bi maturity model article approximation generation future methodological guide focused implementing improvement bi maturity organization initial investigation comparative done interesting quantitative comparison methodology selected qualitative analysis done work done methodology including one already discarded page say research aim identify goal identify perform comparison select section iv systematic review make reference work previously carried select model comment andor doubtsreference quoted text reference associated maturity model doesnt one make comparative review english keywordschange keywords keywordson page change section v detail section v detailed section v detail problem occurs page figure appreciated table described figure shown observed table counted must correct pasted word example change analyze detail indicate meaning element equation table text one column page table change integrate integrate correct misspelled word escapas precious page speaks research thesis article reference written journal reference number appears last name author example reference appears,1200,0.8885,positive,1,0.14333333333333334,0.27083333333333337,positive,1
136,56,1,1,article present interesting application immune algorithm scheduling task result practical interest comment author make frequent use english term without necessary definition substitution term spanish inumere drafting error must corrected way example quote phrase computational technology advance leap bound important day optimize programming better way order obtain better result given use algorithm inspired biological system since present greater optimization use conventional heuristic large number reference incomplete example correction necessary acceptance work,567,0.9766,very positive,2,0.1836734693877551,0.4346938775510204,positive,1
137,56,-1,-1,although paper well written structured experimentation seems extensive degree originality perceived version algorithm presented paper regarding previous version existing literature already applied problem,204,-0.1531,negative,-1,-0.08333333333333333,0.25,negative,-1
138,56,2,1,article present algorithm job shop scheduling problem using clonal selection immunity approach proper review related literature proposed methodology carried solve problem regarding result discussion measured performance proposed algorithm several problem different size compared performance algorithm literature article well structured presentation clear follows logical order present minor problem way must solvedincorrect enumeration figure follow order appearance reference incomplete according proposed algorithm exceeds algorithm literature percentage bk achieved however discus average relative error factor fact proposed scheme exceeds scheme literature exceeded others mentioned conclusion without discussion would appropriate introduce discussion latter future work regard,781,-0.7906,negative,-1,0.04642857142857143,0.2113095238095238,positive,1
139,57,-2,-2,lack support validation proposal analysis proposal improves complement traditional requirement traceability technique seems proposing extensive code rather facilitating traceability make cumbersome unless software tool automatically generates code used considered proposal case study presented merely descriptive support validate whether improvement actually achieved respect use traditional traceability technique,414,0.926,very positive,2,-0.1,0.4866666666666667,negative,-1
140,58,-2,-2,clear whether article present proposal process assessment based cmmi iso adaptation concept present norm concrete process case study development plan combination cmmi iso model widely discussed literature however bibliographic reference subject included explained article approach used combine concept necessary include new bibliographic reference topic others related quality model process definition phase product process seem arbitrary justified article phase presented always match proposal state software engineering practice author must give least explanation obtained article several problem nonuniform format paragraph present different interline section title bold study provide interesting result regarding application quality concept process case inapi,763,0.7845,positive,1,0.05606060606060607,0.4081105169340464,positive,1
141,58,-2,-1,article present measure quality software process title already something surprised thousand debate quality understood software process author specify basis based furthermore classification make section stage development process development something many alternative literature author focus one seems give take appropriate referent practical vision specific case inapi interest think would important say thing applied try define global view standard concept work hand methodological proposal apply context software believe appropriate promote one defended reality,563,0.91,very positive,2,0.2222222222222222,0.39166666666666666,positive,1
142,59,0,-1,proposal good practical initiative however lack review literature based evaluation expert expanded considered significant must modify dating format ordered list reference indicating volume number etc example k nusair hg parsa c cobanoglu building model commitment generation empirical study etravel retailer tourism management vol issue pp indicate currency referred introductory paragraph colombian peso chilean peso must adjust format table strongly recommended improve wording order make explanation work shorter le colloquial,529,0.8779,positive,1,0.40208333333333335,0.5770833333333334,positive,1
143,61,2,1,good contribution look future wording present difficulty review missing example kind device would ideal,103,0.7269,positive,1,0.3333333333333333,0.44583333333333336,positive,1
144,62,2,0,topic adoption erp system developed last year particular review factor imply success relevant research topic analysis erp literature topic address critical factor success adoption methodology size organization developed although mistake indicate lately third type generated relation associating phase project fce since year ago done see quote work closed topic propose author define successful erp adoption literature relation interesting final purpose see work professor markus methodologically three important limitation overcome view advancing impact scientific publication first impact factor publication considered thus development associated type revision rejected mixing high impact job example article journal isi impact factor like misq work without quality review example scholar throw match search secondly said reference made onwards priority many reference date uncommon since explosion work specific area third major impact area conference work explicitly included scientific community amcis ecis former private database accessible google second free limitation restrict scope interesting result presented work,1124,0.8807,positive,1,0.2130059523809524,0.4035119047619048,positive,1
145,63,0,0,interesting proposal development video game treat cognitive impairment older adult look like novel proposition open new video development field game point view considered contribution congress however paper present still development proposal focus project cannot validated yet presented future work reason also clear use video game would fit increased strategy treating mental deterioration older adult within game one tool finally claim properly supported evidence paper complex task much difficult young person older adult since older adult experience training practical,572,0.9265,very positive,2,-0.007878787878787884,0.383848484848485,negative,-1
146,64,1,1,application presented consists surveillance system based ip camera monitored mobile device android contribution job create centralized system managing camera paper show detail design system may interest audience congress work present problem formatit present heading page seem reference extracted sent magazine conform format workshopit also show date dispatch reception seems point directionit present problem drafting meaning like also added discomfort access computer present development video surveillance system ip camera encompasses disadvantage paper fix problem format accepted,585,-0.6124,negative,-1,0.0,0.0,positive,1
147,65,2,1,qualitative validation utaut evidence action research study work provides interesting example action research however possibility improvement first suggest author improve conceptualization usage behavior adoptno adopter dichotomic level use test hand relation conclusion think utaut fc background bi context consumer technology think useful comparison elearning context suggest looking reference context finally think author seriously deepen difference content course adopted possible content condition use tool electronic evaluation content known easier evaluate electronic tool,579,0.9413,very positive,2,0.11458333333333334,0.46249999999999997,positive,1
148,66,-2,-2,paper present review artificial immune system application remark review work careful comprehensive critical comment suggestion conclusion serve work contribution proposed article include review recent work application review complete hand present critical discussion conclusion review consequently author reach two expected goal work,333,0.5423,positive,1,-0.07777777777777778,0.5166666666666667,negative,-1
149,66,2,1,today article review great use way conceiving whole discussion reason important know methodology search recovery information year topic journal journal etc achieve good technical writing allows get reader knowledge want transmit,228,0.8442,positive,1,0.41999999999999993,0.5700000000000001,positive,1
150,66,-2,-1,summary article seek show application biological immune system computing end article begin describing theory biological immune system vertebrate defines well explaining functioning describes biological model theoretical review matter finally describes characteristic artificial immune system detail different field application general assessment subject article extremely interesting rarely seen least article postulate bibliographic review theory give description variety application field study manages summarize concept effectively serve frame reference within literary however article weakness great weakness article structure article follow standard format work scientific article example introduction present structure follows article general idea author want achieve b line idea section one introduction per section mean clear proposal author try propose seen last page another weakness establish way evaluate compare different application subject order connect theory present contribution article reason comply abstract establish guideline application technique different area knowledge another problem establish type conclusion implication article end description application combinatorial optimization comment minor drafting problem molecule belonging external antigen last one constitute threat organism understood word missing last b describes basic characteristic immunological response sentence establish definition c innate immune cell specialized dendritic cell also missing word,1495,0.6361,positive,1,0.011962365591397855,0.37889784946236554,positive,1
